Sno,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
1,0.322688254,0.187134653,-0.006136756,-2.243398644,0.115981698,-0.002582877,10.91068064,0.607310633,-0.003524046,4.374620986,-0.046646388,10.07213984,0.278230708,-0.009401503,2.903580964,0.143327381
2,-0.612378719,0.202070432,-0.004744717,-1.462363121,0.11826736,-0.004160166,10.1128069,0.609598367,-0.001552099,5.852052034,-0.116435062,9.254339545,0.275254587,-0.006069921,8.843672904,-0.113753643
3,-0.19387613,0.183249715,-0.004733428,-1.587428596,0.111198357,-0.003712668,10.6075266,0.603804269,-0.002600503,4.155090289,-0.042646861,10.34226109,0.254262098,-0.009276005,9.764683467,-0.173766759
4,-0.452514839,0.198115477,-0.004887536,-1.501094838,0.10547911,-0.003721744,10.34416575,0.620597753,-0.002541634,3.951362437,-0.017291208,10.00757,0.245827856,-0.006953726,5.562896276,0.036488017
5,0.390850289,0.173280205,-0.005330617,-1.595797098,0.110814688,-0.003605254,10.82578374,0.587137542,-0.002369868,3.917480348,-0.044907438,10.5624518,0.256092199,-0.008899959,10.06923454,-0.174780452
6,-0.335379297,0.187089632,-0.004521672,-2.016462837,0.104234806,-0.002448329,10.94407175,0.600820689,-0.003284887,4.103624308,-0.037954568,8.982866151,0.269800403,-0.005187474,7.744427891,-0.067652544
7,0.28332697,0.17114331,-0.005027338,-1.312425075,0.108342913,-0.004302201,10.26243671,0.631973621,-0.003431884,4.972124965,-0.076202232,10.58600394,0.210312655,-0.006692477,5.782715277,0.008586766
8,-0.087377677,0.190800616,-0.005146453,-1.137922619,0.090387847,-0.00399177,10.94002586,0.58602847,-0.00246754,5.645010052,-0.108004571,8.832687858,0.301487485,-0.007209793,7.731794262,-0.087077401
9,0.076512422,0.181595941,-0.005272037,-2.514396724,0.115398248,-0.00171945,10.55005928,0.587080081,-0.001311323,3.498830726,-0.00705351,9.641081915,0.248700073,-0.005840275,8.442665893,-0.105485784
10,-0.378987197,0.191524196,-0.004622022,-1.304990278,0.109538149,-0.004218595,10.98299341,0.575662862,-0.001930447,5.060909657,-0.074555514,9.631889475,0.256151376,-0.00670657,9.595541887,-0.15206956
11,0.057535726,0.172646522,-0.004976231,-2.095122438,0.131022974,-0.003623894,9.983722964,0.634331113,-0.00269001,6.458491942,-0.146722611,9.859491381,0.270190316,-0.008369256,5.799757376,0.028344281
12,-0.176571038,0.163416965,-0.003909179,-1.899855602,0.107311525,-0.002817578,9.977148313,0.616158296,-0.001517049,1.865189828,0.061968396,10.77933307,0.192227501,-0.005711366,4.238233692,0.065716713
13,0.080373059,0.17751945,-0.005067465,-1.454372322,0.10057062,-0.003649726,10.45858879,0.604069722,-0.002343372,5.118218909,-0.086090067,8.451675362,0.298704973,-0.005942626,10.22333246,-0.193984372
14,0.480376337,0.152724154,-0.004798911,-1.428722331,0.112477684,-0.004318665,11.00395942,0.59654111,-0.003044837,4.456063495,-0.073887093,10.72599133,0.231701954,-0.008141691,5.64193576,-0.013047077
15,-0.48792862,0.162748179,-0.003305237,-1.042310158,0.08375058,-0.003869959,10.39375309,0.628585723,-0.003363559,4.094820374,-0.029953192,8.531234478,0.321930259,-0.008520852,12.29198027,-0.273595511
16,-0.51161901,0.165280248,-0.003231366,-1.33464727,0.097671956,-0.003891842,10.71641991,0.59467238,-0.002289617,2.486858939,0.040398481,10.30951625,0.234442526,-0.006891973,10.07811514,-0.185915046
17,-0.175680939,0.191163373,-0.005389668,-1.700362234,0.119342353,-0.004015795,10.56336902,0.59062499,-0.001842991,2.977117487,0.017004117,11.18684392,0.233651395,-0.010125138,6.854170481,-0.033134622
18,-0.139878844,0.185379964,-0.004974845,-2.206094113,0.122124127,-0.002803262,11.25582952,0.591650274,-0.003698392,2.412029136,0.04010054,11.32477729,0.1980053,-0.007768542,10.20278637,-0.230063728
19,-0.48330752,0.183172799,-0.003783836,-2.28334836,0.131354046,-0.003019352,11.33976638,0.572508735,-0.002446787,5.861764276,-0.124661917,10.08103896,0.253610501,-0.006933077,4.305320398,0.066503579
20,-0.076559045,0.176889381,-0.004582158,-2.567985731,0.127680069,-0.00241731,11.21590292,0.607527663,-0.004102497,4.200497077,-0.021849417,9.27024841,0.237484711,-0.003880721,10.9327718,-0.237311487
21,-1.106287095,0.184492163,-0.002900058,-2.179229761,0.120660613,-0.002855169,10.21083109,0.621855583,-0.002524299,4.743472703,-0.053036501,8.757122904,0.290426616,-0.005832003,10.55096433,-0.208470219
22,-0.36922348,0.179410818,-0.00411506,-1.267694277,0.103967707,-0.004225475,10.90037295,0.578142946,-0.001785699,3.159513727,0.008206327,10.35552635,0.245125704,-0.007946641,12.38084546,-0.303506593
23,-0.089014633,0.189351169,-0.005412359,-2.00909114,0.102514269,-0.0023362,10.26781685,0.622605842,-0.002760684,3.039620376,0.01342165,9.933077534,0.277695423,-0.009166359,7.233694181,-0.049561871
24,0.195828687,0.186021011,-0.005609915,-1.753617673,0.105467083,-0.003075139,10.97282538,0.58874476,-0.002680394,4.653204654,-0.06457557,9.494515589,0.270636839,-0.007294795,7.494700347,-0.07856924
25,-0.153193356,0.169958028,-0.00398708,-1.227262625,0.090918017,-0.00366961,10.87726975,0.591357187,-0.002455623,5.178303639,-0.086610489,8.977058231,0.273600907,-0.005842538,9.238561914,-0.130910621
26,0.11972295,0.164551518,-0.00468947,-0.996232881,0.078413031,-0.003563158,10.33489303,0.613027924,-0.002379609,5.93262836,-0.10009596,9.528077415,0.310183301,-0.009537809,1.900394498,0.209764513
27,-0.236473878,0.185767407,-0.004745586,-2.27187014,0.125939091,-0.00306728,11.15445,0.587794511,-0.002866819,4.155547545,-0.044121588,10.93967679,0.182294835,-0.005556317,8.517049842,-0.161838507
28,-0.428513597,0.18690902,-0.004127592,-1.688255405,0.091081215,-0.002692097,10.17314558,0.624076923,-0.002594057,4.034421169,-0.008029851,9.248957594,0.28455771,-0.007360719,8.854038272,-0.125696553
29,-0.419646173,0.170005667,-0.003724161,-2.169370417,0.119546944,-0.002919727,11.46881184,0.577874793,-0.003190338,2.479754334,0.036177697,9.566163348,0.245722773,-0.005686325,15.19335963,-0.412737627
30,0.144749493,0.171538004,-0.004688184,-1.565233741,0.10826059,-0.003676351,10.31880339,0.611406425,-0.002201577,3.060448599,0.003935827,8.472349546,0.3162112,-0.006633012,10.58101173,-0.231627246
31,-0.482817826,0.195261793,-0.004638325,-2.468432866,0.131899205,-0.00258784,11.02451544,0.590692295,-0.003183569,3.31430769,0.00013636,11.18915338,0.19585801,-0.007511901,5.427289088,0.006798389
32,-0.22920075,0.191968756,-0.004963703,-1.451709806,0.104834105,-0.003881798,10.61500955,0.606504121,-0.002757873,4.226224701,-0.02497819,9.458491217,0.294231697,-0.007913326,5.11949808,0.043100628
33,-0.581854019,0.20533227,-0.004775859,-1.333544543,0.092874629,-0.003526334,10.79830452,0.610390214,-0.003443316,4.015226138,-0.023898706,7.928892543,0.349364722,-0.007183885,9.967810862,-0.154404897
34,-0.826216588,0.201706446,-0.004143935,-2.02470887,0.109603322,-0.002789592,10.70868474,0.598571138,-0.002385033,1.886766724,0.055921346,9.657735394,0.248905529,-0.006108496,6.418080425,-0.019768393
35,0.180396809,0.171417772,-0.005041704,-1.670911957,0.110741443,-0.003494945,10.6074598,0.600053539,-0.002341555,0.14786412,0.134761374,10.5662229,0.22713753,-0.007271282,8.71576502,-0.120496767
36,-0.389291388,0.171215236,-0.003695293,-1.55335936,0.099032122,-0.003448926,10.0678669,0.633639523,-0.002757927,3.643441729,-0.005102761,9.995106134,0.272175182,-0.008121394,5.036912128,0.053964242
37,-0.533459752,0.195452848,-0.004689921,-1.785384333,0.121810551,-0.003822332,10.21922434,0.614830584,-0.001947638,5.221289429,-0.079547133,10.29278442,0.241723115,-0.007847223,5.532463766,0.055206497
38,-0.70605542,0.205417809,-0.004816341,-1.573624357,0.100314287,-0.003150331,10.66109998,0.600007323,-0.002378772,5.15805487,-0.091829449,9.189598257,0.259539977,-0.005116052,8.17567259,-0.114101892
39,0.186368071,0.165964494,-0.004555479,-1.655687047,0.08639198,-0.002489168,10.17633337,0.633554641,-0.003199946,4.058958364,-0.026581344,9.560994221,0.299342526,-0.009791392,8.179279686,-0.099739224
40,-0.243344165,0.161177027,-0.003495361,-1.340147072,0.10258259,-0.004046081,10.10567346,0.620857899,-0.001885502,3.059982327,0.037692336,9.298276868,0.256394082,-0.006102837,6.543546777,-0.006631265
41,-0.128905867,0.177542836,-0.004355135,-1.742234165,0.11209675,-0.003386355,10.65015682,0.617983549,-0.003535105,2.94047255,0.027878348,10.4873439,0.222559195,-0.006677698,4.224699592,0.060054228
42,-0.909356731,0.187858406,-0.003180718,-1.726494302,0.104132687,-0.003188662,10.14030385,0.622783353,-0.002344389,2.810500233,0.026799469,9.836225508,0.278736747,-0.00893865,9.672105629,-0.157484033
43,-0.389924844,0.184116646,-0.004550277,-2.081370866,0.11433622,-0.002730321,10.153695,0.616638216,-0.002265627,5.713588138,-0.100020364,11.89735042,0.231324834,-0.011186603,2.638874331,0.134312993
44,0.036335919,0.17623086,-0.004839386,-1.779426245,0.106056044,-0.003065646,10.60715031,0.605193788,-0.002628633,1.99225211,0.067012286,11.01190356,0.232288879,-0.008880599,8.236379516,-0.078303338
45,0.438615025,0.183991919,-0.006362863,-1.992853291,0.117928664,-0.003169311,10.66952774,0.599647914,-0.002460588,3.531650295,0.007488501,10.55165137,0.19548492,-0.00530555,11.37241272,-0.246324754
46,-0.362256578,0.180086078,-0.0043459,-1.858152693,0.091927867,-0.002441887,10.48435833,0.600378863,-0.001797159,4.542093992,-0.034552981,7.6393265,0.334322436,-0.006461225,8.442760896,-0.059101174
47,0.009188289,0.178463933,-0.004937966,-2.13787196,0.115653983,-0.002624195,11.03461474,0.577005833,-0.002054094,3.93248829,-0.024191343,9.704932907,0.244866589,-0.005674882,7.815317016,-0.073203961
48,-0.073980103,0.194717484,-0.005660293,-1.524345179,0.109294262,-0.003817375,10.17125143,0.6030651,-0.001412978,5.142176134,-0.083512614,9.290749984,0.309666086,-0.008851039,6.286438762,0.013896499
49,-0.39823176,0.2013307,-0.005367828,-2.23373076,0.126065664,-0.002916626,10.69167339,0.60308482,-0.002749436,5.141916361,-0.071410479,10.94387369,0.227892711,-0.008293651,8.787895043,-0.128459921
50,-0.252426828,0.198611082,-0.005350534,-2.302590578,0.111979415,-0.001908407,10.23204039,0.599182138,-0.001496748,3.009382789,0.021652208,10.03241866,0.234248301,-0.006018666,7.122641154,-0.061932166
51,0.28255235,0.165073779,-0.004744124,-1.888073102,0.121220387,-0.003496246,9.777100389,0.606667061,-0.000550813,4.267077704,-0.04690452,10.99279697,0.168902908,-0.004465336,5.975241585,-0.023176481
52,-0.554803271,0.189345784,-0.004126862,-2.511712591,0.130397523,-0.002584124,11.3559274,0.581439423,-0.003021842,4.434773237,-0.058776982,11.94430335,0.141969581,-0.005238839,5.405661984,0.029780445
53,-0.659028399,0.185028675,-0.003774076,-2.629274063,0.117332064,-0.001752361,10.69413021,0.595182652,-0.002185625,3.828280969,-0.022277955,9.621772836,0.257441737,-0.005895072,6.152150997,-0.012003379
54,-0.194018094,0.17969095,-0.004523708,-1.852714457,0.092337501,-0.002227354,10.77345454,0.594446674,-0.002331452,2.232687534,0.052761194,9.416401662,0.272273016,-0.006476546,6.781601208,-0.023336414
55,-0.159317884,0.168693752,-0.004185206,-1.111238713,0.075101946,-0.003161869,10.63084973,0.604439228,-0.002685489,5.132372182,-0.086593334,8.784279428,0.300655699,-0.007245494,7.486777242,-0.040759477
56,-0.498499257,0.174719848,-0.003762628,-2.369379917,0.128121227,-0.00268011,10.45757085,0.603386564,-0.002152519,4.24695308,-0.034219073,11.25406377,0.218900358,-0.008759993,8.393461357,-0.09767843
57,-0.152099692,0.168444799,-0.004108601,-2.723092444,0.129379774,-0.001836438,9.879993179,0.629028349,-0.002397604,4.051948562,-0.027699561,10.72854682,0.231500944,-0.008253317,8.045375124,-0.074928669
58,-0.228209351,0.170648032,-0.00392073,-1.860543177,0.11102279,-0.00291162,10.5814548,0.599260197,-0.002572499,3.720608857,-0.005114752,11.48670414,0.220600647,-0.009785956,10.11983995,-0.179018075
59,-0.451466115,0.188903746,-0.004388764,-1.395731961,0.096840404,-0.003375938,9.913185225,0.602965261,-0.000655562,5.061993939,-0.081528109,7.967303616,0.347123611,-0.007676945,7.896759912,-0.044765856
60,-0.212257216,0.171324966,-0.004096847,-2.389329226,0.124528032,-0.002525612,10.37854466,0.596953134,-0.001796163,3.175839609,0.012615261,10.63468555,0.213192239,-0.005874288,12.32249162,-0.283134589
61,-0.649886365,0.179304223,-0.003678357,-2.356106671,0.116802551,-0.002128124,10.21806812,0.615062778,-0.002165464,2.034297222,0.052223769,11.28196805,0.218792571,-0.008527395,5.168099172,0.029373496
62,-0.38584918,0.190169249,-0.004687569,-1.711356532,0.099826027,-0.00293232,11.17663065,0.595603048,-0.003419221,2.322362888,0.0465951,6.952547871,0.302805028,-0.001307185,17.97769413,-0.516243188
63,0.111336071,0.169258879,-0.004579178,-2.608297758,0.13416615,-0.002301839,10.80941791,0.605886097,-0.003049242,5.260386571,-0.083661943,10.2698521,0.209132475,-0.005549632,8.188883783,-0.096174927
64,-0.117551207,0.159917822,-0.003635361,-1.209413693,0.080483076,-0.003132437,10.87610381,0.60140107,-0.003063463,2.52723398,0.044447718,8.972107518,0.289163947,-0.006856947,10.69236886,-0.206504333
65,-0.688772129,0.216827918,-0.005229346,-1.357775937,0.115971427,-0.004330203,10.37505552,0.616064495,-0.002607159,3.424739016,-3.45E-05,9.53793447,0.273460499,-0.007425131,8.475296527,-0.090206129
66,-0.657420924,0.175806905,-0.003590845,-2.159089324,0.107429704,-0.002257943,10.7192158,0.606881521,-0.002794326,3.716114209,-0.005207826,8.508949479,0.25534677,-0.003458076,12.5766548,-0.278488725
67,-0.385869192,0.173725126,-0.003845769,-2.226158284,0.128928653,-0.003172765,10.48885746,0.626523254,-0.003540711,4.409291921,-0.048536349,9.966228272,0.244112297,-0.006557384,4.45531066,0.06485195
68,0.295334686,0.146468828,-0.003717329,-1.835374211,0.11078841,-0.003281646,10.04460191,0.618575217,-0.001753296,1.557562246,0.078934584,7.983090123,0.256908465,-0.00198058,11.40867294,-0.229679515
69,-0.752031054,0.202217309,-0.004280705,-2.085244385,0.12641121,-0.003310213,9.748886626,0.63740285,-0.001996976,4.527316184,-0.062719018,8.835898616,0.252813292,-0.00452811,8.538022976,-0.117088069
70,0.064273041,0.168531748,-0.00438867,-1.389660962,0.099440714,-0.003801356,11.21076321,0.596469391,-0.003585891,3.70842032,-0.010388955,9.404314292,0.27240857,-0.007345927,3.776987257,0.109073249
71,0.0046377,0.167501918,-0.004139652,-2.103510187,0.123049109,-0.00306042,10.77355345,0.599528135,-0.002832021,4.394790545,-0.045687327,10.82438254,0.211290126,-0.006508402,6.576755313,-0.00770141
72,0.044857343,0.149060718,-0.003629833,-2.150984933,0.126025323,-0.003175263,10.93091308,0.591422499,-0.002772935,1.724276003,0.075829314,12.9919124,0.14624111,-0.008644259,6.528310138,-0.062732318
73,0.390666736,0.15420622,-0.004850304,-1.055193254,0.096163212,-0.004481022,11.02382727,0.59547117,-0.003187941,4.719615291,-0.052879797,8.83560084,0.281356901,-0.005743392,10.36878234,-0.181558566
74,-0.22312996,0.190012335,-0.004967831,-2.416840254,0.116023896,-0.002098041,11.51846129,0.578974286,-0.003281718,1.895519621,0.069214183,9.371020498,0.256034408,-0.005726692,11.75528524,-0.26180149
75,-0.093765233,0.161541554,-0.003934714,-2.04788678,0.114079088,-0.002834271,10.0800647,0.594454714,-0.000584331,4.243468289,-0.042613544,10.17627103,0.265118737,-0.008623576,5.558429811,0.006654868
76,-0.059158491,0.170824056,-0.004309457,-1.902220217,0.103360139,-0.002575608,10.69962003,0.609546991,-0.003126404,3.516445964,-0.009222527,10.1666069,0.234304478,-0.006154654,8.046040923,-0.061882211
77,-0.234259852,0.167235753,-0.003884167,-2.133147712,0.134294155,-0.003556815,10.20430314,0.609623304,-0.001950876,4.915981567,-0.087267949,11.8782644,0.19599178,-0.00929266,5.725798279,0.031617898
78,-0.339267097,0.178709701,-0.004208871,-2.07960486,0.105880771,-0.002312646,10.65533415,0.6087956,-0.002960573,4.746110758,-0.058196086,9.366065995,0.294749912,-0.007777559,5.11093788,0.045243096
79,0.372956068,0.162482393,-0.004927057,-1.365060727,0.093654802,-0.003620288,10.85999114,0.599453063,-0.002757889,0.837846748,0.12875176,10.75796675,0.257782033,-0.010224386,5.226592323,0.029306215
80,-0.373985821,0.184591971,-0.004423299,-1.897180866,0.113563619,-0.003174427,10.41549525,0.611164136,-0.002695178,3.758452395,-0.009818602,10.56565048,0.246319185,-0.00874735,8.7263775,-0.135054257
81,-0.63028913,0.201865452,-0.004645947,-1.581737226,0.105285189,-0.003553667,10.44980422,0.627512195,-0.00328825,2.659006616,0.033393643,9.369478335,0.296620213,-0.009232849,7.078081537,-0.039378262
82,0.102626042,0.168909364,-0.004715313,-1.533931454,0.100602715,-0.003311422,10.5394963,0.609406048,-0.00276944,4.770859271,-0.054689396,10.02801986,0.257476473,-0.007724165,8.789629278,-0.091057085
83,-0.04883208,0.171766845,-0.004478919,-1.411269785,0.100801965,-0.003681967,11.13266432,0.589420661,-0.003099323,2.170165615,0.068728502,10.50380352,0.251337717,-0.00910685,8.711867417,-0.093530177
84,-0.204157911,0.178774857,-0.004874438,-1.743278165,0.107307186,-0.00342093,10.21397801,0.627219347,-0.002693812,3.192361008,0.018512819,9.048197111,0.248285532,-0.003699894,10.78276826,-0.198503093
85,-0.634449889,0.20679603,-0.005093082,-1.844173401,0.112775613,-0.003301649,10.31503486,0.602865371,-0.001777406,6.01858449,-0.141170062,10.50791605,0.257225596,-0.008209884,4.038877462,0.068552441
86,-0.307940359,0.181887076,-0.004323603,-2.170505289,0.132892261,-0.003322893,10.9413956,0.585973205,-0.002743598,3.833682306,-0.027373358,11.61817226,0.221468485,-0.008719706,8.793923048,-0.147079283
87,-0.414204994,0.187788262,-0.004411538,-1.443978671,0.123909115,-0.004826705,10.69779415,0.60823405,-0.002859872,4.936240157,-0.067218138,11.2185196,0.217208719,-0.008274798,5.274940907,0.024127211
88,-0.698249472,0.195677047,-0.004080778,-1.979784718,0.114806436,-0.00293471,9.516285297,0.628837703,-0.001159632,4.380646671,-0.046740552,7.702691339,0.340667812,-0.00629268,8.964903778,-0.12881676
89,-0.276767222,0.169872934,-0.003742277,-1.848833737,0.118485166,-0.003690623,10.64305157,0.593404209,-0.002080765,2.252939152,0.04702028,10.11682035,0.224577749,-0.004681412,4.493066131,0.03923294
90,-0.226297485,0.169125632,-0.004076714,-2.151661543,0.10910532,-0.002380104,9.960247355,0.619861598,-0.001595597,5.552276293,-0.112175241,8.509040476,0.291630589,-0.006123271,10.84253145,-0.192054274
91,0.295182663,0.171357689,-0.005358246,-1.282435644,0.089307999,-0.003571498,10.30531291,0.612297899,-0.002017938,4.095273223,-0.027785784,8.199984917,0.335471807,-0.007615599,4.984742672,0.061300255
92,-0.263552394,0.175858779,-0.004050441,-1.835723488,0.117547115,-0.003426729,11.16410076,0.57986534,-0.002742133,2.207645618,0.03797142,10.54234694,0.207834994,-0.006147318,9.943116955,-0.169046672
93,-0.62071588,0.186486494,-0.004043433,-1.904509332,0.110158994,-0.002934092,10.19521742,0.622445412,-0.00237875,4.71811647,-0.08018843,7.499735742,0.324319684,-0.005269406,9.9669629,-0.141009033
94,-0.701953027,0.179601101,-0.003439787,-1.902227194,0.106394529,-0.003065167,10.9516816,0.614341414,-0.003975595,2.726029791,0.035193429,10.39680107,0.24899586,-0.008979731,9.051779113,-0.113758316
95,-1.100740171,0.193335383,-0.00306896,-2.199291836,0.114028672,-0.002607286,9.575353739,0.625024561,-0.000909591,7.009859304,-0.175809464,6.083358551,0.406697967,-0.005699754,10.3447326,-0.137717426
96,-0.062861146,0.168639793,-0.004250054,-1.859825069,0.100159423,-0.002524738,10.73942854,0.587764991,-0.001972514,3.682822476,-0.019103744,9.94208965,0.267465156,-0.007959857,10.26074272,-0.182520896
97,-0.444778824,0.168082853,-0.003345197,-2.406230646,0.132500946,-0.002767223,10.34181062,0.622496492,-0.002981564,3.431074008,-0.00436189,12.42922689,0.187677982,-0.010202348,6.589140438,-0.021351989
98,-0.207322553,0.186433433,-0.004970608,-1.620725139,0.108492676,-0.003263792,10.04783694,0.603413314,-0.001089958,4.019343484,-0.036759617,9.775311246,0.234471944,-0.005657419,6.626066738,-0.052138765
